School Name,Latitude,Longitude,Enrollment
ISLAMIC NATIONAL SCHOOL,53.30396,-6.234232,416
SWINFORD NS,53.943481,-8.952973,205
HOSPITAL NS,52.479735,-8.432901,145
ST MARYS NS,52.087567,-7.62577,301
North Bay Educate Together NS,53.385324,-6.152575,203
Presentation Primary School,52.254311,-7.126391,445
GAELSCOIL SAIRSEAL,52.672215,-8.638617,319
DROMCLOUGH N S,52.40753,-9.525448,208
S N Naomh Fhiach,52.837629,-6.9456,601
SCOIL NAOMH FIONAN,55.140398,-7.177273,203
ST JOHNS N S,53.256084,-6.128274,176
SCOIL AODH RUA&NUALA,54.654705,-8.100333,251
SCOIL MHUIRE GAN SMAL,54.091507,-8.513533,222
SCOIL MHUIRE,53.225923,-8.878419,268
ST JOSEPHS,52.337821,-8.901822,81
SCOIL IOSAGAIN,55.132936,-7.455971,790
GAELSCOIL DURLAS EILE,52.6793,-7.823918,201
SN UI CHEITHEARNAIGH,53.327679,-8.240641,196
PORTLAW N.S.,52.290432,-7.315196,207
GAELSCOIL ADHAMHNAIN,54.957004,-7.749905,421
S N UILEOG DE BURCA,53.748099,-8.93767,116
SCOIL MHUIRE,53.49078,-10.018024,242
SCOIL EOIN NAOFA,54.267066,-8.476769,256
ST PATRICKS,53.855388,-7.709192,79
ST BEACONS N S,52.36848,-7.172866,184
BANDON BOYS NS,51.749334,-8.743472,186
MAULATRAHANE CENTRAL NS,51.588777,-9.200879,34
ST KEVINS N S,53.276491,-6.138322,212
ST ATTRACTAS N S,53.899617,-8.589793,262
ST MARYS N S,53.364174,-6.238284,213
ST CLARES NS,53.865896,-7.199304,429
OUR LADY OF MERCY N S,54.268383,-8.470232,427
S N EOIN BAISTE,52.143017,-10.142582,114
SCOIL MHUIRE N S,53.762497,-7.83333,330
Scoil Mhuire na Trocaire,52.228741,-8.670017,207
GAELSCOIL AN EISCIR RIADA,53.269269,-7.476666,198
Gaelscoil na Camoige,53.32365,-6.392923,235
GAELSCOIL AN GHOIRT ALAINN,51.909034,-8.443741,388
GAELSCOIL MHIC AMHLAIGH,53.273209,-9.095963,653
North Kildare Educate Together NS,53.333327,-6.557472,433
ST BRENDANS NS,53.095236,-8.220324,235
Scoil Bhrige agus Bhreandain Naofa,53.397199,-8.994184,295
Gaelscoil de hIde,53.266141,-8.934575,426
GAELSCOIL UI CHOIMIN,52.640158,-9.486202,64
Galway Educate Together NS,53.283985,-9.070824,381
GAELSCOIL BHEANNTRAI,51.674752,-9.445241,132
GAELSCOIL AN MHUILINN,53.528033,-7.356785,196
ST AIDANS PARISH SCHOOL,52.504513,-6.572511,870
Scoil an Croi Ro Naofa,51.652442,-9.910517,193
Gaelscoil Mhichíl Uí Choileáin,51.623183,-8.902887,385
GAELSCOIL CHLUAIN MEALA,52.352055,-7.713156,263
GAELSCOIL LOCH GARMAN,52.32785,-6.473422,208
GAELSCOIL DR M UI SHUILLEABHAIN,51.55372,-9.258702,75
ST JOHNS SENIOR NS,52.65834,-7.243308,220
GRIFFITH BARRACKS MULTI D SCHOOL,53.330804,-6.279476,398
GAELSCOIL LIOS TUATHAIL,52.448733,-9.478367,122
GAELSCOIL BHAILE MUNNA,53.398298,-6.256063,172
GAELSCOIL UI CHEADAIGH,53.199361,-6.109319,196
Scoil an Spioraid Naoimh,53.69169,-6.246675,463
Presentation Primary School,52.659298,-8.622314,252
HOLY FAMILY SCHOOL,54.053644,-8.725538,204
Gaelscoil Thaobh na Coille,53.259556,-6.215349,422
Scoil na mBuachailli,51.620788,-8.891614,254
GAELSCOIL CHILL DARA,53.158784,-6.808378,312
BUN SCOIL MUIRE,51.947819,-7.844026,530
Gaelscoil Droichead na Banndan,51.741535,-8.730751,170
Gaelscoil Bhreifne,53.992601,-7.355575,183
GAELSCOIL THIOBRAID ARANN,52.471686,-8.149747,102
ST BRIGIDS INFANT N S,53.386193,-6.308412,155
DUNBOYNE JUNIOR N S,53.419609,-6.470396,454
DUNBOYNE SENIOR N S,53.418866,-6.471201,483
ST GABRIELS N S,53.353854,-6.29067,182
NORTH PRESENTATION PRIMARY SCHOOL,51.905551,-8.476115,298
S N PADRAIG NAOFA,53.763409,-9.800197,148
SCOIL AISEIRI CHRIOST,51.911943,-8.484133,247
SCOIL NAOMH IOSAF,52.936873,-6.700922,393
ST BRENDANS N S,53.607232,-8.964164,38
CONVENT OF MERCY NATIONAL SCHOOL,52.640012,-9.487155,343
Scoil an Chroi Naofa,53.331598,-8.227082,299
GAELSCOIL CHNOC LIAMHNA,53.284504,-6.326756,214
Gaelscoil Chnoc na Re,54.264792,-8.501953,215
GAELSCOIL CHILL MHANTÁIN,52.988729,-6.075922,238
Gaelscoil na Cuaiche,53.804791,-9.532545,194
GAELSCOIL BHARRA,53.364881,-6.28918,215
Gaelscoil Lios na nOg,53.322155,-6.256793,189
RINGASKIDDY LOWER HARBOUR N S,51.824405,-8.322235,61
Gaelscoil na nDeise,52.260773,-7.14785,221
Gaelscoil na Boinne,53.553142,-6.769682,212
GAELSCOIL CHOLMCILLE,53.39601,-6.230596,238
SCOIL EOGHAN,55.190611,-7.038366,239
GAELSCOIL ÉOIS,54.184397,-7.229997,129
GAELSCOIL PHADRAIG,53.248374,-6.124587,142
GAELSCOIL INIS CORTHAIDH,52.498381,-6.548734,177
SCOIL UI FHIAICH,53.369665,-6.582106,457
MOTHER OF DIVINE GRACE,53.386328,-6.287454,497
Monkstown Eucate Together NS,53.280652,-6.150343,437
GAELSCOIL IARFHLATHA,53.507161,-8.852992,208
SCOIL MHUIRE,52.992011,-8.12877,115
SCOIL AN CHLOCHAIR CILL BHEAGAN,53.367411,-7.493268,227
OUR LADY OF CONSOLATION NS,53.374378,-6.21686,301
OUR LADYS MEADOW NATIONAL SCHOO,52.845433,-7.397933,201
Lucan Educate Together NS,53.351205,-6.425442,400
ST JOSEPHS N S,54.295785,-7.151302,50
ST MARYS NATIONAL SCHOOL,53.224985,-7.885984,99
SCOIL BHRIDE,52.856558,-7.597342,198
ST MARYS NS,53.425479,-7.933449,574
ST MOCHULLAS N.S.,52.867728,-8.761921,243
Bunscoil Bhothar na Naomh,52.138485,-7.925775,326
Scoil an Spioraid Naomh (Boys),51.878593,-8.528878,394
Scoil Realt na Mara,52.678643,-9.646716,136
FOUR MASTERS NS,54.445997,-8.288971,278
GAELSCOIL AN INBHIR MHOIR,52.792276,-6.174425,277
GAELSCOIL PHORT LAOISE,53.029569,-7.284598,374
Gaelscoil Thulach na nÓg,53.41507,-6.473615,366
GAELSCOIL AN LONGFOIRT,53.715424,-7.800636,134
Gaelscoil na gCeithre Maol,54.116153,-9.156326,132
Gaelscoil Charraig na Siuire,52.343892,-7.42629,111
Ennis Educate Together NS,52.859175,-8.983096,117
KILLASHEE MULTI-DENOMINATIONAL NS,53.191381,-6.67804,237
"SCOIL MHUIRE N.S.,",51.528945,-9.545737,159
ST. JOSEPHS N. S.,53.622751,-9.216053,448
ST PETERS NS,53.361756,-6.276554,418
ST ULTANS NS,53.336797,-6.37387,371
SCOIL CHRIOST AN SLANAITHEOIR,52.47187,-8.861261,201
GAELSCOIL BHRIAN BÓROIMHE,53.471827,-6.246233,442
Gaelscoil na gCeithre Maistri,54.642913,-8.096375,67
GAELSCOIL BHUN CRANNCHA,55.137687,-7.460239,71
Castleknock Educate Together NS,53.379951,-6.362819,424
The Sacred Heart Primary NS,53.780168,-7.490911,225
ST FERGUS PRIMARY SCHOOL,52.567224,-9.282642,153
JOHN SCOTTUS NS,53.334421,-6.237319,166
ST AUDOENS NS,53.344332,-6.274371,183
STAR OF THE SEA PRIMARY SCHOOL,51.86512,-8.341091,376
SCOIL NIOCLAIS,51.865138,-8.457096,779
Gaelscoil Mhainistir na Corann,51.911399,-8.193245,562
"St. John the Apostle, Knocknacarra NS",53.267639,-9.104092,409
S N MHUIRE SENIOR SCHOOL,53.173768,-6.530722,308
Holy Family National School,52.076358,-9.249266,223
CAHERCIVEEN N S,51.947471,-10.226881,175
SCOIL CROI NAOFA,54.053767,-8.60409,74
SCOIL BRÍD,53.231368,-6.662594,636
SCOIL EINNE,53.244684,-9.302873,182
Glor na Mara NS,52.165949,-7.153415,384
SCOIL BHRIDE,53.150018,-7.525662,137
St Tiarnach's Primary School,54.184101,-7.228512,258
SCOIL MHUIRE AGUS IOSAF,54.181868,-8.492369,243
GAELSCOIL RIABHACH,53.205372,-8.585445,188
ST MARYS N.S.,53.698387,-7.602635,357
CROSSMOLINA N.S.,54.097949,-9.318481,236
Gaelscoil de hIde,53.621091,-8.201974,144
Scoil na Maighdine Mhuire,52.763368,-8.897368,240
ST MATTHEWS MIXED N.S,53.566935,-7.767289,369
SCOIL TEAMPALL TOINNE,52.271122,-8.097101,150
ST PATRICKS NS,53.369075,-6.387988,867
Dublin 7 Educate Together NS,53.356736,-6.279869,490
SCOIL DEAN CUSSEN,52.473646,-8.550803,230
ST MICHAELS N. S.,53.959642,-7.175959,54
Mary Mother of Hope Senior NS,53.404464,-6.424747,423
INCHICORE NS,53.341393,-6.320096,207
SCOIL MHUIRE FATIMA BOYS SENIOR,51.90766,-8.481227,170
THE HAROLD SCHOOL,53.286064,-6.125621,654
SCOIL IOSA,53.759356,-8.762628,394
WATERPARK N S,52.256438,-7.101017,238
GAELSCOIL CHOIS FEABHAILL,55.194613,-7.022671,75
Swords Educate Together NS,53.471379,-6.247028,416
Le Cheile Educate Together NS,53.717993,-6.30538,398
SCOIL MHUIRE AGUS N.TREASA,52.185838,-9.494996,146
GAELSCOIL CHALADH AN TREOIGH,52.666866,-8.546252,428
ST FACHNAN & ST ATTRACTAS N S,52.989655,-9.221225,70
HOLY FAMILY NATIONAL SCHOOL,54.498925,-8.191012,189
GAELSCOIL MHUSCRAÍ,51.93322,-8.562697,175
NORTH DUBLIN MUSLIM NS,53.368647,-6.311695,406
ST JOHN THE BAPTIST BOYS SCHOOL,52.510271,-7.885202,258
BUNSCOIL GLEANN SIDHEAIN,52.145804,-7.839173,196
Tralee Educate Together NS,52.287045,-9.690585,93
Gaelscoil Nas na Riogh,53.196751,-6.670545,405
Waterford Educate Together NS,52.260394,-7.146623,374
Donabate/Portrane Educate Together NS,53.49171,-6.1457,420
S.N EOIN BAISTE,54.018452,-6.426289,157
Navan Educate Together NS,53.641497,-6.703879,241
GAELSCOIL MHOSHIOLOG,52.67452,-6.315917,170
Griffeen Valley Educate Together NS,53.341336,-6.433777,503
GAELSCOIL EIRNE,54.503982,-8.189812,38
Glasnevin Educate Together NS,53.378755,-6.269239,417
CASTLETOWN N.S,52.976277,-7.49187,115
SCOIL CHOILL MHIC THOMAISIN,52.205474,-7.417385,146
Ardee Educate Together NS,53.86292,-6.54153,190
ST JOSEPHS N S,53.90134,-6.805013,405
ST ANNES PRIMARY SCHOOL,53.290656,-6.391997,338
Scoil Éanna,54.130517,-6.89893,211
Limerick City East Educate Together NS,52.630991,-8.6811,386
Rush and Lusk Educate Together NS,53.528934,-6.156914,417
Newbridge Educate Together NS,53.158775,-6.809907,426
Wicklow Educate Together NS,52.980115,-6.06451,389
ST STEPHENS NS,53.642559,-6.647752,811
SCOIL NAOMH EOIN,53.669183,-6.695206,374
GAELSCOIL AN RAITHIN,52.634875,-8.683894,384
ST ENDAS NS,51.781727,-9.091613,28
Castaheany Educate Together NS,53.393387,-6.442678,405
DIVINE MERCY SENIOR NATIONAL SCHOOL,53.339869,-6.41676,343
Mullingar Educate Together NS,53.525721,-7.364309,381
Tullamore Educate Together NS,53.291764,-7.503691,215
HOLY TRINITY NATIONAL SCHOOL,53.261817,-6.196429,601
ST PETERS NATIONAL SCHOOL,53.418546,-6.478067,98
GAELSCOIL ÁTHA Í,53.003344,-6.986917,155
SCOIL MOCHEALLÓG,52.401827,-8.580378,292
St. John the Evangelist National School,53.336303,-6.460869,416
Scoil Íosagáin,52.513271,-9.669394,210
St Johns NS,51.884769,-9.581959,424
Scoil Chuimín & Caitríona,53.43028,-9.32589,268
RATOATH SENIOR NS,53.502375,-6.465034,405
TYRRELSTOWN EDUCATE TOGETHER NATIONAL SCHOOL,53.423168,-6.382457,495
Balbriggan Educate Together NS,53.611358,-6.206715,365
MOHILL N S,53.920837,-7.871006,237
Scoil Mháirtin,52.17277,-8.24076,301
ST MARYS PARISH PRIMARY SCHOOL,53.707774,-6.33926,1006
St Coen's National School,52.988204,-6.076482,318
S N EOIN POL II,53.146183,-9.784839,13
Claregalway Educate Together NS,53.336722,-8.938389,219
GAELSCOIL LIATROMA,53.952821,-8.068908,188
Gorey Educate Together NS,52.67494,-6.31675,383
ST PAULS NS,53.502588,-6.452368,576
SCOIL OILIBHEIR NAOFA,53.691466,-6.24379,346
MOUNT PALMER NATIONAL SCHOOL,54.20455,-9.306084,40
St Columbanus National School,53.247103,-6.126971,120
ST PAULS B N S,52.249859,-7.133771,230
GAELSCOIL UI EARCAIN,53.387406,-6.289942,292
SCOIL CHUIL AODHA BARR D INSE,51.928784,-9.220449,63
GAELSCOIL EISCIR RIADA,53.348134,-6.436653,392
GAELSCOIL AN TSLI DALA,52.959978,-7.693957,51
NAGLE RICE PRIMARY SCHOOL,52.142752,-9.713151,367
SCOIL PHADRAIG,53.802562,-9.522069,375
ST BENEDICTS NATIONAL SCHOOL,53.393177,-6.440851,618
SCOIL CHAITRÍONA,52.613362,-8.340949,84
Letterkenny Educate Together NS,54.960659,-7.70714,386
GAELSCOIL RIADA,53.300596,-8.746923,184
Gaelscoil An Choillín,53.517291,-7.341995,126
GAELSCOIL UI DRISCEOIL,51.906859,-8.384288,391
Scoil Choilm Community NS,53.376053,-6.408841,804
Blessington Educate Together NS,53.179342,-6.506803,96
Gaelscoil na Lochanna,53.161669,-6.552447,152
Ennistymon National School,52.938487,-9.298404,82
THE BILLIS NATIONAL SCHOOL,54.294896,-6.93477,21
Scoil Ghrainne Community National School,53.397524,-6.437105,592
GAELSCOIL BHAILE BRIGIN,53.600589,-6.179118,367
Bunscoil McAuley Rice,52.548158,-7.38688,422
Scoil Náisiúnta Thuar Mhic Éadaigh,53.662538,-9.354931,96
Scoil Naomh Padraig,53.33255,-6.528667,401
Gaelscoil an Bhradáin Feasa,53.711048,-6.299046,398
St. Francis National School,53.964559,-6.378975,429
Gaelscoil Chluainín,54.306105,-8.17978,37
Newtown Junior School,52.252982,-7.101809,115
Gaelscoil na bhFili,53.062838,-8.81195,40
Gaelscoil Chionn tSáile,51.707809,-8.538525,153
Scoil Bhríde Primary School,53.337649,-7.071849,524
Adamstown Castle Educate Together National School,53.336254,-6.459985,439
Scoil Chormaic,53.604704,-6.201799,395
Holy Family Junior School,53.029456,-7.276832,623
Scoil na Naomh Uilig,53.190484,-6.80832,584
St Mary's National School,52.528685,-7.136105,427
S N Chartaigh Naofa,53.28211,-7.62286,155
Esker Educate Together NS,53.350941,-6.437239,402
Scoil Íosa,54.116186,-9.164066,254
St Michaels National School,54.07416,-7.074585,256
Newtownmountkennedy Primary School,53.090083,-6.115819,356
Newtown NS,53.439712,-8.728934,158
St Benedicts and St Marys National School,53.388599,-6.164296,170
Bracken Educate Together NS,53.600842,-6.17818,394
St. Cynoc's National School,53.272188,-7.830795,192
Maynooth Educate Together National School,53.370373,-6.580365,400
Aston Village Educate Together National School,53.731204,-6.329351,391
Carlow Educate Together NS,52.854927,-6.927997,413
Greystones Educate Together National School,53.151804,-6.084763,443
Gaelscoil na gCloch Liath,53.151741,-6.087012,280
Thornleigh Educate Together National School,53.472272,-6.233728,317
Lucan East ETNS,53.338312,-6.432513,422
St. Francis of Assisi National School,53.404914,-6.169918,436
Skerries Educate Together National School,53.583319,-6.134496,354
Belmayne Educate Together National School,53.404355,-6.168327,418
Mary Mother of Hope Junior National School,53.404763,-6.423889,389
Carrigaline Educate Together NS,51.809742,-8.383258,457
Raheen Wood Community National School,52.892682,-8.521014,103
Mol an Óige Community National School,52.94074,-9.295592,147
Kilcolgan Educate Together NS,53.230648,-8.860845,217
Gaelscoil Lorgan,54.123624,-6.743812,142
Gaelscoil Éadan Doire,53.338993,-7.071528,91
Wexford Educate Together National School,52.328488,-6.487689,208
Gaelscoil Ros Eo,53.532417,-6.105656,182
Scoil Phadraig Naofa,51.868853,-8.403909,461
Midleton Educate Together School,51.927975,-8.182025,583
Edenmore N.S.,54.330862,-6.994205,162
Holy Child National School,53.385934,-6.245118,483
RÉALT NA MARA SCHOOL,54.006772,-6.390592,468
S N Leitir Meallain,53.24232,-9.732279,31
Kilcoole Primary School,53.110887,-6.067373,578
Portlaoise Educate Together NS,53.028838,-7.284065,420
Holywell Educate Together National School,53.444517,-6.208626,663
SCOIL OILIBHÉIR NAOFA,53.732187,-6.344853,382
Merlin Woods Primary School,53.282879,-8.983826,381
Naas Community National School,53.207158,-6.649918,322
Ard Rí Community National School,53.638281,-6.671277,336
St Coleman's National School,53.014126,-7.144621,332
Holy Trinity National School,52.468927,-7.698827,221
Gaelscoil na Mí,53.510943,-6.413398,273
Hansfield Educate Together National School,53.391679,-6.445055,599
Powerstown Educate Together National School,53.414501,-6.391773,337
Our Lady's National School,54.039416,-8.831807,45
Scoil Mhuire Agus Chormaic,53.174601,-7.724776,115
Bunscoil Chriost Ri,51.888468,-8.466833,482
Scoil Maria Assumpta,51.883498,-8.480113,167
Pelletstown ETNS,53.378593,-6.32186,391
Gaelscoil an Chuilinn,53.41441,-6.390164,294
Ashbourne Educate Together National School,53.510978,-6.411479,416
St Louise de Marillac Primary School,53.348189,-6.359559,246
Citywest & Saggart Community National School,53.283662,-6.438139,435
Scoil Chroí Íosa,51.934431,-8.571649,296
Ballinteer Educate Together National School,53.282156,-6.240887,385
Stepaside Educate Together National School,53.26021,-6.216918,486
City West Educate Together National School,53.287469,-6.433437,388
Kildare Town Educate Together NS,53.15948,-6.902185,423
Coore National School,52.812591,-9.351392,34
St Mary's National School,52.669608,-8.62298,120
Knocknacarra Educate Together NS,53.264937,-9.125605,209
Firhouse Educate Together National School,53.276971,-6.336287,398
Gaelscoil na Giúise,53.276597,-6.338085,261
Douglas Rochestown Educate Together National School,51.866772,-8.426573,492
Scoil Chróine,54.94901,-8.35708,268
Scoil Aoife CNS,53.284792,-6.418054,336
Gaelscoil Shliabh Rua,53.256293,-6.188203,336
Lucan Community National School,53.34028,-6.419864,386
St Brigid's Kildare Town Primary School,53.154604,-6.913467,992
Gaelscoil Mhic Aodha,53.158796,-6.900454,202
ST. JAMES'S PRIMARY SCHOOL,53.34039,-6.290169,304
Canal Way Educate Together National School,53.340364,-6.289444,392
Scoil Néifinn,54.04441,-9.470163,16
Scoil Mhuire,53.94768,-8.089976,491
Scoil Mhichil,52.751492,-9.339446,54
Scoil Naomh Eltin,51.704279,-8.525056,399
Paradise Place ETNS,53.354807,-6.267289,224
St Laurence's National School,53.396426,-6.132888,433
Scoil Chroi Naofa,53.415128,-7.303704,229
Mallow Community National School,52.139622,-8.630504,197
Shellybanks Educate Together National School,53.332898,-6.213883,349
Carrigtwohill Community National School,51.906898,-8.26422,383
St. Senan's National School,52.318583,-7.174561,162
Trim Educate Together National School,53.550219,-6.785077,180
Malahide / Portmarnock Educate Together National School,53.422376,-6.175707,404
Tramore Educate Together National School,52.163936,-7.149935,173
Kilmurry McMahon National School,52.663433,-9.311479,64
Annagh Hill NS,53.409742,-8.816001,104
Assumption Junior School,53.322899,-6.332116,403
Scoil Naomh Cualán,52.747896,-7.959212,201
Broadford & Kilbane National School,52.803766,-8.632817,136
Broombridge Educate Together National School,53.370811,-6.293909,354
Tuam Educate Together National School,53.51215,-8.844704,203
Castlebar Educate Together National School,53.856948,-9.301911,134
New Ross Educate Together National School,52.40486,-6.935495,122
Le Chéile National School,52.649905,-8.613981,167
Thomond Primary School,52.67754,-8.641894,205
Gaelscoil na Laochra,53.097823,-7.901281,34
Cuan na Gaillimhe Community National School,53.264937,-9.125605,113
Holy Spirit Junior Primary School,53.308859,-6.328394,272
Holy Spirit Senior Primary School,53.3086,-6.329299,261
Gort National School,53.062877,-8.824984,221
St Fergal's National School,53.18689,-6.12493,379
ST AILBE'S NATIONAL SCHOOL,52.463626,-8.348142,111
St Dominic's National School,53.285946,-6.357417,408
St John's Senior School,52.798105,-6.165968,365
St Michael's and St Peter's Junior School,52.795396,-6.15742,299
Greystones Community NS,53.125329,-6.064304,412
Our Lady's National School,52.589277,-7.542129,87
Scoil na Mainistreach Quin Dangan,52.81728,-8.860632,301
St Patrick's Boys' National School,51.554533,-9.260223,222
Ballyduff National School,52.452908,-9.666451,109
Holy Family Senior School,53.028918,-7.276015,656
Bunscoil Nic Amhlaidh,52.401757,-6.929399,313
Bunscoil Ris,52.40161,-6.930654,348
Scoil Chlann Naofa,54.052466,-7.807239,221
Ballyroan Primary School,52.945543,-7.298168,177
Grace Park Educate Together National School,53.372397,-6.247598,421
Gaelscoil na Fuinseoige,53.293336,-6.252372,387
Scoil Úna Naofa,53.32009,-6.30691,377
St Columba's National School,53.052263,-8.752479,31
Scoil Mhuire,52.296268,-7.262107,274
Canon Sheehan Primary School,52.222149,-8.582417,167
Riverview Educate Together National School,53.305056,-6.328394,231
Salesian Primary School,52.664971,-8.639503,416
Scoil Mhuire agus Eoin,51.912943,-8.424224,291
St Cóman's Wood Primary School,53.628015,-8.196685,645
St Mary's National School,53.694639,-9.277465,53
Gaelscoil an Chaisleáin,51.882551,-8.623929,175
Harcourt Terrace Educate Together National School,53.324405,-6.266005,169
Scoil Sinead NS,53.384096,-6.318008,63
Dun Laoghaire ETNS,53.287264,-6.154967,175
Rossmore National School,52.616585,-8.003985,87
Scoil Mhuire Allenwood National School,53.284362,-6.864287,262
Ballyragget National School,52.786098,-7.336227,130
St Laurence O'Toole's National School,53.351136,-6.242461,149
St Brigid's and St Patrick's National School,53.721249,-6.352474,554
Lusk Junior National School St Maccullins,53.529186,-6.167917,388
Westport Educate Together National School,53.799229,-9.53859,34
Fermoy Educate Together NS,52.138029,-8.279545,85
Lacken National School,54.264329,-9.226601,34
Kilmurry NS,54.078224,-9.373421,66
Drumcondra Marino Dublin 1 gaelscoil,53.373079,-6.26366,116
Gaelscoil Laighean,53.295646,-6.220468,72
Stapolin Educate Together National School,53.398128,-6.148383,240
Dublin 6 Clonskeagh and Dublin 6W Primary School,53.323647,-6.277665,121
Dunshaughlin Community National School,53.516068,-6.552258,85
South Lee Educate Together National School,51.877469,-8.481232,114
Goatstown Stillorgan Primary School,53.293664,-6.251396,122
Woodstock Educate Together National School,53.08964,-6.114617,89
Killester Raheny Clontarf Educate Together National School,53.371223,-6.208092,116
LEIXLIP EDUCATE TOGETHER NATIONAL SCHOOL,53.370572,-6.513869,134
Gaelscoil Ruairí,53.393951,-6.59879,113
River Valley CNS,53.448042,-6.201041,123
Broadmeadow Community National School,53.466374,-6.249013,56
Gaelscoil na Mara,53.489678,-6.14611,76
Gaelscoil Lir,53.283662,-6.438139,40
Owenabue ETNS,51.825284,-8.384444,63
Cherrywood ETNS,53.245214,-6.153745,112
Gaelscoil Ghráinne Mhaol,53.399608,-6.156527,29
Gaelscoil Eoin,53.334304,-6.240611,33
Sallynoggin Educate Together National School,53.275943,-6.135721,21
St Christopher's NS,53.33508,-6.24021,608
Ashbourne Community National School,53.512466,-6.408211,277
Trinity Primary School,53.514088,-8.849725,731
Rathcoole ETNS,53.283527,-6.43895,99
Holy Well National School (Scoil Tobair Naofa),51.819024,-8.39849,808
Bunscoil Naomh Bríd agus Pádraíg,54.02607,-9.154852,64
STRAWBERRY HILL NATIONAL SCHOOL,51.927197,-8.596504,335
Radharc na Mara National School,53.281699,-9.013249,357
Réalt na Mara National School,52.153604,-6.997656,195
St. Catherine of Sienna,53.14786,-6.827777,137
Scoil Naomh Pádraig,52.173803,-8.910617,348
Bunscoil na Cathrach,52.374281,-7.919325,428
"Scoil Naomh Muire, Eas Géitine",52.600407,-8.981564,151
Castlebar Primary School,53.858936,-9.301276,842
Scoil Mhuire,53.304965,-9.594716,77
St. Josephs National School Cree,52.747028,-9.430908,34
St. Louis National School,53.324501,-6.268579,635
Abbey Primary School,53.972423,-8.294961,411
S.N. Naomh Ailbhe,54.101057,-8.245261,92
Ardagh National School,54.124692,-9.232793,76
,,,546758
