School Name,Latitude,Longitude,Enrollment
SCOIL NAOMH SEOSAMH,52.087817,-7.622931,140
BOHESHILL MXD,51.975334,-9.863988,17
BALLYGARVAN N S,51.823674,-8.460156,373
S N na Cille,52.176911,-7.334384,109
SCOIL MHUIRE GAN SMÁL,54.007458,-6.469616,209
PAROCHIAL N S,53.276405,-9.054383,80
ST VINCENT DE PAUL SENIOR SCHOOL,53.370065,-6.230407,315
ST VINCENTS DE PAUL JUNIOR N S,53.369999,-6.230491,347
S N BRIGHDE,53.827269,-8.763752,114
S N Mhuire na mBrathar,53.370739,-6.232442,340
DROMISKIN MIXED N S,53.921007,-6.405434,244
S N IDE NAOFA,53.197231,-8.564536,337
S N GLASAIN,55.100853,-7.947819,27
KILMEEDY N S,52.415344,-8.917581,35
CORONEA N S,53.938191,-7.523551,16
LATNAMARD N S,54.172242,-7.058005,84
SCOIL EOIN BÁISTE,53.822602,-6.746653,119
S N NMH MHUIRE,53.329877,-6.767007,111
SCOIL CAITLIN NAOFA,52.112116,-10.394196,21
CULMORE N S,53.953131,-8.892518,35
ST BRIGIDS PRIMARY SCHOOL,53.338755,-6.27493,237
ST ORANS N S,55.150537,-7.441202,200
S N NAOMH SEOSAMH,53.544045,-6.617465,91
ST BRIGIDS CONVENT N S,53.378569,-6.20572,399
ST BRIGIDS N S,53.285316,-6.196706,99
CEANN EITIGH N S,53.098686,-7.716057,136
S N Chlair na Gaillimhe,53.338597,-8.944608,329
EOCHAILLE ARA N S,52.879074,-8.298233,114
KILLALA N S,54.213912,-9.225582,77
S N NAOMH CEITHEACH,53.689698,-8.300836,14
BRANNOXTOWN COMMUNITY N S,53.12255,-6.697314,79
S N na Leanai,52.050019,-7.59156,66
S N GORT AN CHOIRCE,55.12053,-8.134538,28
Scoil Cholmcille,54.997406,-7.516571,219
CLOCHAR PADRAIG NAOFA,55.245825,-7.265328,138
MIN A GHABHANN N S,54.851233,-8.325779,38
KILBRIDE NATIONAL SCHOOL,53.450301,-6.394105,311
SCOIL SAN LIONARD,52.50405,-7.299815,133
S N Bearna na hAille,52.424619,-6.524564,150
S N LOCH AN IUBHAIR,55.002955,-8.292912,20
MUIRISC NS,53.779923,-9.640605,48
KILTEALY N S,52.566806,-6.742591,100
NAOMH BRIDHID,55.270942,-7.309861,98
S N DUCHORAIDH,54.90788,-8.20721,13
ST. COLMCILLE'S N.S.,53.482899,-7.326258,237
S N NMH BRIGHDE,52.445667,-6.347643,233
Annyalla National School,54.159887,-6.786195,199
SCOIL N. BREANDAN,53.546452,-6.090168,192
RATHCOFFEY N S,53.332789,-6.675712,227
ST GARVANS N.S.,55.137155,-7.557162,33
St. Mura's National School,55.133758,-7.45587,23
S N NAOMH UINSEANN,53.367284,-8.835093,78
CORPUS CHRISTI N S,53.37485,-6.257469,397
CLONTUBRID MIXED N S,52.75735,-7.404238,49
Baile na gCailleach N S,53.649859,-7.218028,143
S N AN BHREACAIGH,54.746745,-8.432615,32
S N an Chroi Naofa,52.268324,-9.701356,331
CRONAN NAOFA N S,53.1991,-6.107643,416
S N NAOMH PADRAIGH,52.293273,-7.135991,194
S N CAIPIN,51.79341,-8.991789,107
S N CLOCHAR MHUIRE,52.283139,-6.393716,183
SCOIL NAOMH COLMCHILLE,55.236366,-7.227436,169
ADRIGOLE N S,51.695655,-9.720691,25
S N NAOMH LORCAN,53.288529,-6.207118,414
SCOIL NAOMH IDE,52.360679,-9.059654,20
S N BREANDAN NAOFA,52.254595,-9.738427,215
S N FOTHAR,55.165917,-7.920832,35
S N LAINN CILLE,53.756692,-9.511189,69
SIXMILEBRIDGE N S,52.74376,-8.779572,472
SCOIL IOSAGAIN,52.658853,-8.622305,222
S N LEATH ARDAN,54.031704,-9.318506,75
BAILE COIREIL N S,53.484846,-7.191145,60
NAOMH PADRAIG MEASC,52.242941,-9.675528,186
S N Beal Atha na nEach,53.931755,-7.413415,228
URBLESHANNY N S,54.280553,-7.063398,308
CAOIMHIN NAOFA N S,53.010213,-6.301789,127
S N NAOMH PHILOMENA,53.277677,-7.489984,174
SCOIL AN SRAITH S N,52.703809,-9.493904,13
AUGHAWILLAN NS,54.075015,-7.737732,38
LOCH MOR MAIGH N S,52.756111,-7.833106,89
S N NAOMH PADRAIG,53.338727,-8.875629,224
S N FHURSA,53.269078,-9.06632,229
FR CULLEN MEMORIAL N S,52.795331,-6.896324,221
DUNDAR MHUIGHE N S,51.727445,-8.593809,188
NIOCHLAS N S,53.267432,-9.057795,272
LISGRIFFIN N S,52.221786,-8.744368,27
SN AN PHAIRTIN MIXED,52.695141,-8.614973,287
S N AN CARRAIG LIATH,52.098485,-7.679697,93
SCOIL MHICHIL,54.216893,-6.895086,51
S N na Mona Fliche,51.968089,-8.982679,46
S N CORRABHA,54.195316,-7.924671,20
KILCRUMRERAGH N S,53.425458,-7.64493,98
SCOIL MHUIRE OGH 1,53.330373,-6.29642,211
SCOIL NAISIUNTA STRATFORD,53.309645,-6.274859,101
S N BLAITHIN IOSA,53.954601,-6.823447,28
ST MOLAGA SENIOR NS,53.61583,-6.19042,430
S N PEADAR AGUS POL N,53.609963,-6.188436,386
S N DEAGLAN,52.254229,-7.106466,423
ST COLMCILLES PRIMARY SCHOOL,52.794809,-7.832742,129
S N NAOMH CILLIN,53.325098,-6.345787,29
S N NAOMH SHEOSAMH,53.524486,-9.091387,106
CHRIST THE KING B N S,53.363581,-6.285246,107
CHRIST THE KING GIRLS SENIOR SCHOOL,53.36366,-6.285858,85
S N NAOMH CALLIN,53.311705,-7.80872,69
CARNAROSS N S,53.750675,-6.954551,173
CLONGEEN MXD N S,52.296815,-6.770272,89
S N NAOMH COLMCHILLE,54.937264,-7.597722,84
S N SEOSAMH,52.879741,-7.953053,100
S N AN GHLEANNA,52.372938,-6.580833,149
S N ARD RAITHIN,53.14159,-8.80507,148
MOCOMHOG N S,51.784303,-9.308892,24
S N AN FHOSSA,52.070999,-9.583154,262
S N PHADRAIG,52.388628,-6.507849,204
SCOIL PHADRAIG,55.037555,-8.255761,92
QUILTY NS,52.810552,-9.454693,37
S N PADRAIG NAOFA,54.347203,-8.620759,73
Scoil na Croise Naofa,51.894357,-8.401986,200
S N na nDun,53.507256,-7.242997,146
CLARECASTLE NATIONAL SCHOOL,52.817045,-8.970436,360
S N NAOMH CIANAIN,53.574331,-6.445496,81
SHINCHILL N S,53.216179,-7.449364,291
S N MHIN TEINEADH DE,54.741748,-8.360099,18
S N NAOMH COLMCHILLE,55.027872,-7.781182,239
S N COILL MOR,53.687697,-9.611668,6
SN Naomh Samhthann,54.777901,-7.571215,50
ST PATRICKS B N S,51.907566,-8.454685,184
S N NAOMH SHEAMUIS,51.622197,-9.534619,18
S N na Fuar Coilleadh,53.2581,-8.806289,90
BISHOP FOLEY MEMORIAL SCHOOL BOYS SNR SCH,52.841163,-6.924649,207
S N ARD CIANAIN,53.38899,-8.053536,100
S N NAOMH MHUIRE,53.280101,-6.442101,686
Scoil Phádraig,54.867191,-7.75763,118
Scoil na mBraithre Sn,53.718069,-6.349869,316
CONVENT OF MERCY N S,52.387214,-9.29582,106
SCOIL PADRAIG,52.947098,-7.04644,219
SCOIL SEAN TSRAIDE,52.571675,-8.836862,139
S N MUIRE NAOFA,53.277378,-7.712619,73
S N BAILE A MHOININ,53.461639,-8.372886,12
S N CILL CRUINN,52.432686,-9.549059,101
S N CHOLMCILLE,52.490464,-7.064874,115
S N CARRAIG AN IME,51.978578,-9.040841,18
SCOIL CHOMAIN NAOFA,53.638769,-9.105634,80
S N MUIRE GAN SMAL B,53.337632,-6.32509,305
CILL AN IUBHAIR N S,53.047387,-7.553828,32
Scoil Uí Ghramhnaigh,53.614612,-6.860776,180
CLUAIN MAOLAIN N S,53.664498,-7.013613,196
S N MUIRE,53.172191,-6.529431,242
S N BHREANDAIN NAOFA,52.756617,-7.175444,195
S N na Cealltraighe,53.434138,-8.445875,92
S N NMH FHINGIN,52.677459,-6.852728,30
St Joseph's National School,53.975049,-6.713831,248
S N RATH ARADH,53.525175,-8.144987,18
SCOIL CRE CUMHRA,52.576946,-8.669977,217
CLUAIN BUINNE N S,53.397088,-7.886318,156
Scoil Chlochair Mhuire National School,51.909875,-8.258455,305
ST FRANCIS JUNIOR NATIONAL SCHOOL,53.403523,-6.204938,185
MUIRE GAN SMAL C,51.886903,-8.498723,329
ST JOHNS INFANTS N S,52.654299,-7.249862,224
NAOMH LORCAN O TUATHAIL SENIOR BOYS,53.353133,-6.243771,78
BALLYHEA N S,52.308612,-8.664032,156
S N AN GHABHAILIN,52.499035,-7.978521,92
S N CUL GREINE,52.76301,-6.23441,118
S N NAOMH FHURSA,53.459975,-9.16444,121
Scoil Naisiunta Balla Aluinn,53.799055,-9.129563,201
SN EADAN FHIONNFHAOICH,54.793523,-8.169994,9
KILMAINHAM WOOD N S,53.847466,-6.80536,126
ARDEE MONASTERY,53.852096,-6.537541,262
DIFFEREEN N S,54.323666,-8.320346,39
SCOIL ENDA,54.124095,-7.248567,69
ST JOSEPHS NS,52.863294,-6.556381,142
SCOIL NAOMH DUBHTHACH,55.144001,-8.177566,30
S N an Baile Nua,52.221549,-7.389774,114
SCOIL CILL COLMAIN,52.533056,-9.085312,112
S N BAILE SLUAGH,52.637202,-7.608528,29
S N EOIN BAISDE GIRLS SENIOR,53.363653,-6.199413,412
ST MARYS BNS,54.24682,-6.976028,238
S N CNOC SCEACH,51.664888,-8.928569,211
S N BREANDAIN NAOFA,53.223499,-8.381257,79
ATHLACCA N S,52.457019,-8.64666,108
SCOIL NAOMH AINE GIRLS SENIOR SCHOOL,52.354985,-8.685697,178
S N AN GARRAIN BHAIN,52.114047,-7.56518,216
KILTALLAGH N S,52.170558,-9.700658,23
S N BHRIGHDE,53.684813,-6.854416,112
BL OLIVER PLUNKETT N S,53.396893,-7.728216,102
S N INIS EOGHANAIN,51.766858,-8.657116,298
BAILE MOR SIOL ANMCADHA,53.239312,-8.17331,97
S N CUILINN UI CAOIMH,52.118357,-9.127277,69
S N BHRIGHDE,52.788721,-7.120388,52
BOHERMEEN N S,53.653654,-6.789544,238
S N Realt na Mara,53.905606,-9.788969,73
S N AN CILLIN,53.089377,-7.938997,117
S N na gCluainte,55.249666,-7.384818,95
ST JOSEPHS N S,52.808906,-6.151381,560
MHICHIL NAOFA N S,53.44364,-7.495352,69
OOLA NATIONAL SCHOOL,52.531988,-8.261717,75
S N CHIARAIN NAOFA,53.324434,-7.987914,83
RATH EOGHAN N S,53.653294,-7.520383,68
S N BAILE UI COILEAIN,52.279663,-6.839026,58
C.B.S. PRIMARY,54.006442,-6.399799,455
S N AN LEATH BHAILE,53.531332,-8.713851,63
S N MUIRE GAN SMAL,53.328051,-8.20118,435
S N COLMAIN,52.760094,-7.287482,17
S N ULTAIN NAOFA,53.708582,-6.749422,82
GLEBE N S,54.346029,-8.247925,20
S N DOMHNACH PADRAIG,53.496987,-9.022347,110
COONEAL N.S.,54.16688,-9.211816,65
SCOIL NAIS CNOC AINE,52.47219,-8.47355,184
S N MHUIRE,53.793673,-6.897373,132
St. Vincent's Primary School,53.367658,-6.275006,245
CBS Primary Wexford,52.333058,-6.464661,359
KILKENNY MIXED N S,52.667752,-7.250399,206
S N BHRIGHDE,53.88586,-6.725911,82
SN COLMCILLE,53.301518,-9.018941,77
S N MHICHIL NAOFA,52.792174,-7.570883,68
S N MUIRE IS GEARARD,53.1937,-6.174481,210
S N MUIRE GAN SMAL,52.5434,-6.953656,153
CLOCHAR MUIRE N S,52.93552,-6.233825,149
SCOIL NAOMH BRID,54.085597,-7.314434,112
S N CILL CUIMIN,52.097473,-9.471278,119
St Clare's National School,54.302497,-8.169916,205
S N CHAOMHAIN TORRCHOILL,52.706448,-6.211741,225
BOHER N S,53.461767,-7.594473,18
S N CILL BARFHIONN,52.988058,-8.226338,65
S N TAMHNACH DHUIBH,53.959455,-7.059132,86
S N DOMHNACH MOR,54.800895,-7.640494,31
S N Pairc na Slinne,53.07096,-8.463811,15
S N NAOMH RUADHAIN,53.127129,-8.103753,35
DRIPSEY N S,51.913362,-8.719764,93
S N CLUAIN AN ATHA,52.867679,-9.273437,17
OVENS N S,51.875734,-8.666286,436
S N CAISLEAN AN CUMAIR,52.800541,-7.213344,39
SCOIL CHORBAIN,53.21499,-6.663079,501
SCOIL AN LINBH ÍOSA,54.669921,-8.103818,241
S N MUIRE AN SEAN BAILE,53.524472,-6.318507,63
RATHDRUM BOYS N S,52.932666,-6.234322,153
BALLANAGARE N S,53.834691,-8.375554,59
SN AN BR M O CLEIRIGH,54.520502,-8.226969,232
S N COLM CILLE,52.932219,-9.229305,57
SCOIL MHUIRE MUIGHEO,52.846357,-7.087555,27
S N Baile na Cille,53.098845,-8.446945,34
Scoil na mBraithre,52.478252,-8.163595,162
ST EDWARDS N S,54.280595,-8.466631,178
S N BAILE ATHA N RIOGH,53.298268,-8.742004,146
TOGHER N S,51.767619,-9.156412,28
S N CAOMHAIN,53.065165,-9.515889,28
DYSART NS,53.470154,-7.460513,25
S N na Rinne,52.049034,-7.589231,139
S N Baile na hInse,52.767236,-8.382112,114
S N FEARGHAIL NAOFA,51.940284,-7.995449,206
KILBEHENNY N S,52.300093,-8.217406,99
SCOIL MHUIRE,52.348029,-8.608204,83
LIOS MAIGHIR,52.228656,-8.942815,50
S N TEACH CAOIN,53.701166,-9.079021,47
ANNACURRA N S,52.841536,-6.356272,129
S N CUL AN MHUILINN,53.489704,-6.60636,121
OUR LADY OF LOURDES,51.889865,-8.454791,224
SCOIL NAOMH EOIN DEA,52.646485,-7.252158,344
SCOIL DAIRBHRE MIXED,53.927442,-6.458399,86
SCOIL AN LEINBH IOSA BOYS SENIORS,53.384835,-6.246108,303
S N AN COILL MHOR,53.883956,-9.497858,17
MONKSTOWN N S,51.849167,-8.334278,198
SCOIL NAOMH BREANDAN,52.063489,-9.208028,21
SN NAOMH FEIDHLIM BOYS SNR SCH,53.990961,-7.363615,265
Holy Family Primary School,53.5198,-7.316688,437
SCOIL ROISIN,54.932974,-8.418084,66
S N PAROISTEACH,53.974012,-8.299338,29
SCOIL N MOLING-GLYNN,52.502063,-6.908075,53
S N AN DROMA,53.099638,-8.482664,29
ST MARYS PAROCHIAL SCHOOL,52.353948,-7.714532,24
S N MHUIRE BAINRIOGHAN,52.915258,-7.911863,75
S N CILL BONAIN,51.84011,-8.728328,98
S N NAOMH CHIARAIN,52.750916,-7.560704,88
MAYNOOTH B N S,53.383688,-6.595347,626
S N AN LEANA MHOIR,52.523761,-9.414671,8
S N NAOMH MHUIRE,52.225659,-7.065971,655
S N CILL TROSTAIN,53.815783,-8.102944,41
S N PADRAIG,52.679392,-6.393067,153
Muire na Dea Coirle Girls Senior,53.33012,-6.31846,153
OUR LADY OF GOOD COUNSEL SCHOOL,53.33063,-6.316852,131
S N BAILE AN PHIULL,52.352827,-7.324821,287
S N NAOMH EIRC,52.36925,-9.760626,90
S N MHUIRE,51.936846,-8.498915,330
S N BREANDAN NAOFA,52.094182,-8.973406,85
SN CROS TSEAIN,51.80326,-8.301347,225
SCOIL BAILE AN AIRD,52.516646,-8.468873,95
Two Mile Community National School,52.095689,-9.539628,50
"Mary, Help of Christians G.N.S.",53.367809,-6.314475,374
CROI RONAOFA MEASCAITHE,53.676242,-8.578399,100
S N CLOCHAR MHUIRE,52.337881,-6.47126,374
S N CHRION CHOILL,52.76797,-7.474734,34
MAGH MORA N S,53.534907,-7.626356,30
SHANAGOLDEN N S,52.567579,-9.094211,119
S N NAOMH MAODHOG,54.090863,-7.635563,64
SCOIL MHUIRE,52.900309,-7.131465,18
S N FIONNTAIN,52.324722,-6.653567,176
S N SEOSAMH NAOFA,53.229787,-8.638475,204
S N CRANNAIGHE BUIDHE,54.771277,-8.478724,51
S N MHAODHOIG,52.20339,-6.855827,231
S N RONAIN,53.123008,-9.668122,40
CHRIST THE KING I G,53.36366,-6.285858,39
SCOIL NAIS MHICHIL,52.546607,-6.903767,44
S N BRIOCAIN,53.386182,-9.608966,18
Fionnbarra Naofa B.N.S.,53.369112,-6.297561,118
DOMINICAN CONVENT GIRLS SENIOR SCHOOL,53.369915,-6.307066,140
ST CATHERINES INFANT SCHOOL,53.370331,-6.307172,112
SCOIL CUILM CILLE,54.844072,-7.565486,37
ST RAPHAELAS N S,53.281872,-6.204962,412
S N SHEAN BHOTH,52.381175,-7.003403,33
BAILE FALBACH,53.550711,-6.207566,79
S N AINE NAOFA,53.01127,-8.812596,93
SCOIL MHUIRE,53.916773,-7.438637,95
S N BAILE CHEANT,53.633097,-6.524073,218
ST BRENDANS N S,52.472781,-6.901297,26
CLOGHER NS,53.76022,-9.227403,37
CARRAHOLLY N S,53.814701,-9.591196,67
S N PADRAIG NAOFA,53.386235,-8.38705,22
S N CLEIREACHAIN,52.410332,-7.755505,198
SCOIL NAIS CATHAIR CHINN LIS,52.594143,-8.476665,124
SN AN AILL BHREACH,53.417734,-10.119022,38
S N FIONNTAN NAOFA,52.928259,-7.426461,65
S N LORCAIN NAOFA,53.138768,-8.366728,42
ROSENALLIS N S,53.135525,-7.411653,88
S N AN RATH MHOR,53.646145,-6.862128,64
S N NAOMH SHEOSAMH,52.84752,-8.03309,92
S N MUIRE MXD,52.915754,-6.112366,26
Bennekerry National School,52.830872,-6.869504,393
S N NAOMH THOMAIS,53.114316,-8.747222,56
S N ADHAMHNAIN,55.097348,-8.279003,128
S N CILL RUADHAIN,51.930475,-8.382033,374
S N BREANDAN NAOFA,53.147442,-8.416564,43
S N PADRAIG NAOFA,53.222322,-6.217329,164
S N NAOMH CHOLUMCHILLE,53.330799,-7.50909,203
S N TREASA NFA,52.697526,-6.458736,105
S N BAILE AN IUBHAIR,52.565983,-7.76085,19
S N FLANNAIN NAOFA,53.117246,-8.028045,60
S N CILL BHRIGHDE,53.593074,-6.820367,191
S N Cluain na nGall,52.696301,-6.648808,139
S N ACHADH BOLG,51.944663,-8.807617,106
DOOLIN MIXED N S,53.013124,-9.371841,104
S N CAISLEAN DOCHRAILL,52.584083,-6.609847,25
S N MHUIRE,53.593669,-6.728559,167
S N COLMCILLE,53.575109,-6.556915,215
KNOCKANORE N S,52.053902,-7.891822,100
S N CRONAIN NAOFA,52.975137,-7.830423,189
S N ABBAIN,52.392573,-6.717569,140
SCOIL BHRUGH THUINNE,52.268851,-8.730106,123
S N NAOMH CAITRIONA,52.096556,-8.119109,161
S N IOMAIR NAOFA,53.28306,-8.58612,27
Baile na Mona,53.897009,-6.953197,114
S N DRUIM SLAOD,54.02913,-9.82788,12
S N RATHAIN,52.125778,-8.592766,109
FIONNABHAIR N S,52.161524,-7.23001,162
S N DUN AILL,52.17341,-7.263185,91
SCOIL PADRAIG NAOFA,53.19986,-6.10915,702
S N CILL CRUAIN,53.668966,-8.499926,56
S N MHANACHAIN,53.37912,-7.661658,164
S N RATH CHAOMHGHIN,52.373197,-7.783726,137
CLOUGHJORDAN N S,52.943768,-8.044929,137
S N BREANDAN NAOFA,53.006389,-8.36474,38
S N CEATHRU CAOL,55.138034,-7.661543,66
SCOIL FHURSA,53.964487,-6.40514,229
S N TAODHBHOG,54.837463,-7.930728,51
S N NMH SEOSAIMH,52.278687,-6.715078,144
SCOIL NAOMH ABBAN,52.864208,-7.112352,59
SCOIL ABBAIN CILLIN,52.906042,-6.969332,104
S N MHUIRE,53.562778,-6.385065,193
S N SEOSAMH NAOMTHA,53.607713,-6.774048,116
SAMHTHANN N S,53.775535,-7.647861,152
St Paul's National School,53.818601,-9.386679,91
OGONNELLOE NATIONAL SCHOOL,52.872283,-8.458389,111
S N AN CHOIMIN,54.820355,-7.968656,65
S N BHRIDHE,52.538758,-7.271681,21
ALMHAINE N S,53.241105,-6.852554,197
BLESSED OLIVER N S,53.589626,-6.18586,318
S N na bhFiodh,52.220616,-7.456936,59
Dangan NS,53.894742,-8.029496,93
S N NAOMH CIARAIN,53.326924,-9.734273,21
S N GLEANN COIMHEAD,54.782945,-7.760758,68
SCOIL AN CHOROIN MHUIRE,52.978009,-6.040013,432
S N ATH FHADA,51.83789,-8.207189,340
S N Gort na hUaighe,52.674879,-7.603323,138
S N CNOC AN EIN,52.854615,-8.928717,291
S N BEAL CARADH,53.805575,-9.217981,113
S N CHIARAN NAOFA,52.533917,-7.222172,132
S N MOIN RUADH MIXED,52.429293,-7.242868,58
SCOIL NAOMH MHUIRE,52.32189,-9.207935,13
CILL COSCAIN,53.463666,-6.344716,103
SN AN LEINBH IOSA,54.953199,-7.443904,83
S N BAILE AN LUIG,54.229612,-8.634391,20
S N na Scairte Leithe,51.869262,-8.162502,402
S N Doire na Ceise,54.030149,-7.041169,149
S N NAOMH LACHTIN,51.992033,-8.752704,173
SCOIL IOSAGAIN BOYS SENIOR,53.330026,-6.287325,77
RAITHIN AN UISCE N S,53.007041,-7.216051,191
NAOMH MICHEAL N S,53.753762,-7.332647,13
S N SEISEADH UI NEILL,54.788549,-7.788691,203
S N LUA NAOFA,53.094069,-8.122636,21
RATHCORMAC N S,52.07798,-8.284752,432
S N BAILE FADA,52.766973,-6.269546,2
ST GARVANS NS,52.351382,-6.686307,98
S N CAITRIONA NAOFA,53.305094,-8.319483,93
SN Naomh Proinnsias,53.483233,-9.176898,28
NAOMH MHUIRE N S,53.23271,-7.221531,83
SCOIL CHOMHGAIN NAOFA,52.851477,-6.993436,389
S N LASAIR NAOFA,54.092826,-8.115388,19
O'GROWNEY NATIONAL SCHOOL,53.620449,-6.92456,373
Cnoc an Teampaill,53.803638,-7.088342,157
S N NAOMH PADRAIG MXD,52.464919,-7.199656,170
S N PADRAIG NAOFA,53.606662,-6.390434,138
S N MAODHOG,53.987748,-6.994627,59
Ceathru na nGarrdhanta,53.546582,-8.849855,200
S N EOIN BAISTE,53.114204,-9.154231,50
SCOIL AILBHE,52.681506,-7.818146,193
S N SHEOSAIMH NAOFA,53.265677,-7.340031,182
ST JOSEPH'S N.S.,52.449968,-6.790763,70
Scoil na mBraithre,52.263138,-8.266442,196
S N COLMAIN NAOFA,53.055156,-8.205448,42
S N Realt na Mara,54.307874,-8.56092,118
S N CILL BHRIAIN,52.191339,-7.656019,19
SCOIL MHUIRE,53.79854,-7.471138,47
S N CRONAIN,53.177623,-8.840308,63
S N UAIMH BHREANAINN,52.273212,-9.615203,199
Scoil Mhuire na Dea Comhairle,53.469178,-9.110451,103
S N BREANDAIN NAOFA,53.469241,-9.11094,31
S N IDE,53.033868,-6.901697,161
SCOIL OILIBHEIR NAOFA,53.426012,-6.580366,225
CASTLE INY N S,52.786906,-7.786966,24
S N Caladh na Muc,53.413122,-9.177431,26
S N OLIBHEIR BEANNUITHE,52.225038,-6.931636,69
S N NAOMH TREASA,53.418905,-9.806162,38
S N BRIGHDE,53.250398,-6.58202,671
ST PATRICKS N S,52.880237,-6.69041,198
S N GLEANN GUAIL,52.618635,-7.638221,18
S N PADRAIG NAOFA,51.980663,-8.531326,318
S N na bhForbacha,53.24869,-9.205606,224
S N TREASA NAOMHA,52.891832,-6.61872,62
ST ANNES NATIONAL SCHOOL,53.297725,-6.573943,358
BURNCHURCH NATIONAL SCHOOL,52.575044,-7.296814,52
S N FIONDALBHA,53.832981,-9.184078,36
S N na Maighne,52.735392,-7.71517,85
S N COLM NAOFA,53.820427,-9.458829,36
MUIRE OG 2 LORETO CON,53.330373,-6.29642,190
SCOIL MHUIRE BNS,54.115327,-6.734146,183
S N Tir an Fhiaidh,53.269058,-9.662633,76
S N CHLUAININ,52.474828,-7.596984,75
S N MOLAISE,52.902448,-7.237244,61
S N ARD CROINE,52.936593,-8.155034,138
Scoil Fhionáin,55.13837,-8.09612,180
S N CROS BAN,53.66809,-6.277874,411
S N AN MHAOILINN,52.265173,-9.034531,54
S N RATH AN IUBHAIR,52.498765,-6.766941,198
SC CIARAIN,53.433853,-7.842297,213
S N NAOMH MHUIRE,54.0167,-8.107537,26
S N AN CHUILLEANAIG,52.061884,-9.658511,180
S N CHIARDA NAOFA,52.832446,-8.112345,54
S N CILL CAE,52.948337,-6.892877,60
S N RATH A BHARRAIGH,51.562006,-8.94596,39
ST RIAGHANS NS,54.769837,-8.323366,23
SCOIL NAOMH CAOIMHGHIN,53.148965,-6.074857,463
SCOIL TREASA NAOFA,55.298564,-7.254062,120
S N BHRIDE,54.411007,-8.493595,36
S N TULACH ALUINN,53.736861,-6.42399,426
SN CROI MUIRE,54.224915,-9.991405,131
S N Talamh na Coille,54.978918,-7.67646,468
SCOIL NAOMH PROINNSEAS,54.969447,-7.611981,111
S N na Lanai Glasa,53.365398,-6.189458,278
S N IOSEF NAOFA,52.797483,-7.82773,170
SCOIL CHIARAIN,53.373983,-6.214882,152
SCOIL EOIN BAISTE,52.398589,-6.640038,34
ST PATRICKS NS,54.058422,-6.700011,130
OUR LADY QUEEN OF PEACE SCHOOL,52.648963,-8.622021,333
SCOIL TOBAR PADRAIG,52.600685,-8.713871,127
SCOIL NAIS AITINN BHUI,53.671662,-6.570517,229
SCOIL NAIS MHUIRE NAOFA,53.524377,-6.672862,122
NAOMH MUIRE N S,53.777406,-7.375905,19
S N GNIOMH GO LEITH B,52.118821,-9.27346,116
SCOIL COLMAIN NAOFA,53.253015,-7.541983,293
S N na Srona,52.045371,-9.262138,29
S N PADRAIG NAOFA,53.869818,-8.409728,103
S N CHIARAIN NAOFA,53.190788,-7.774193,28
S N NAOMH EOIN B,51.886339,-8.590534,411
SCOIL NAOMH MHUIRE C,51.886573,-8.592899,454
BALLINABRANNA MXD N S,52.785667,-6.982996,184
SCOIL MHICHIL NAOFA,52.772102,-7.598628,19
S N BRIGHDE,53.301332,-9.06878,138
S N BAILE AN LEASA,53.606572,-8.699754,26
S N MHUIRE,52.204269,-8.167493,71
ROCKCHAPEL N S,52.289907,-9.140728,31
S N Re na Scrine,51.62691,-9.052542,44
Scoil Ghormáin Naofa,52.721865,-6.188466,149
S N MHUIRE,52.246353,-6.387756,75
S N NAOMH COLMAIN,53.301688,-9.847262,18
S N MHUIRE,53.292059,-8.844598,240
S N BRIGHDHE NAOFA,53.127344,-8.90436,64
S N LISSARA NAOFA,54.133382,-8.562408,71
S N COMHGHALL,54.137797,-7.312035,19
POWERSTOWN N S,52.371987,-7.663686,343
BALLYHAISE N S,54.044933,-7.31955,159
S N BRIDE NAOFA,53.273503,-9.071457,222
S N CHUIRT DOIGHTE,52.312076,-8.078048,91
S N PADRAIC NAOFA,53.272263,-9.055383,183
SAN NIOCLAS MYRA,53.420823,-6.176038,193
S N COLMCILL NAOFA,52.973042,-6.816048,144
S N CILL TARTAIN,53.096675,-8.816675,105
CURRAGHAGALLA N S,52.207305,-8.292952,20
S N PADRAIG NAOFA,53.442186,-9.145139,18
S N AN PHAIRC,51.984701,-7.942015,25
Our Lady's National School,52.748845,-6.912028,23
S N na hAille,52.555627,-8.211341,118
S N SEOSAMH NFA,52.434234,-6.608661,223
S N Cnoc na Manach,51.762924,-8.376829,100
CILL CLEITHE N S,53.374368,-7.807846,106
S N CATHAIR GEAL,53.473677,-8.778123,106
ST MARY'S PRIMARY,53.776898,-8.112342,132
S N Nicolais Naofa,53.055118,-6.69877,245
ST MARYS N S,52.497682,-6.572679,61
GEAROID UI GHRIOBHTHA,52.595459,-9.188479,37
COORACLARE B N S,52.705446,-9.421424,77
BRIGHDE NAOFA,53.491447,-6.300007,364
ST. MARY'S PRIMARY SCHOOL,53.413541,-6.832224,570
SCOIL BHRIGHDE,55.140854,-8.228404,30
St. Abbey's National School,52.108612,-8.763274,101
Scoil na Coróine Mhuire,53.015528,-6.106355,313
SCOIL PHADRAIG,53.150748,-7.17652,573
SCOIL ADHAMHNAIN,54.871165,-7.60544,160
S N ATH AN MHUILLINN,52.339259,-8.854424,75
GLEBE NS,54.650646,-8.109881,106
